Date,tech_index_daily_pro_change,cop_daily_pro_change,gold_daily_pro_change,silv_daily_pro_change,pal_daily_pro_change,plat_daily_pro_change,crude_oil_daily_pro_change,fed_dff_daily,ppi314_monthly_pro_change,ppi332_monthly_pro_change,ppi333_monthly_pro_change,ppi334_monthly_pro_change,ppi335_monthly_pro_change,ppi336_monthly_pro_change,ppi339_monthly_pro_change,ppi516_monthly_pro_change,ppi517_monthly_pro_change,ppi5132_monthly_pro_change,ppi5182_monthly_pro_change
2014-01-02,-0.751953019188897,-0.3529941887796206,-0.1059926620464724,3.539094650205765,0.8283939599337709,1.1346432721752064,-3.106598984771576,0.08,2.8279654359779998,0.26780931976433,0.38910505836575,0.0,0.21598272138227,0.25531914893616997,0.25273799494522003,1.97255574614065,0.0,-0.10845986984816,0.0
2014-01-03,-0.5228983233667946,-0.7836758834836588,0.0,0.0,0.130092434097917,0.6834686031610415,-1.550712489522217,0.08,2.8279654359779998,0.26780931976433,0.38910505836575,0.0,0.21598272138227,0.25531914893616997,0.25273799494522003,1.97255574614065,0.0,-0.10845986984816,0.0
2014-01-06,-0.0225893889929742,0.1341281669150484,1.0447273914462984,-0.1242050874403766,0.9983588621444106,0.1555649837363892,-0.5640698169433663,0.08,2.8279654359779998,0.26780931976433,0.38910505836575,0.0,0.21598272138227,0.25531914893616997,0.25273799494522003,1.97255574614065,0.0,-0.10845986984816,0.0
2014-01-07,0.9058102545798254,0.0,-0.6785137318255363,-1.571904690842174,0.4333107650643208,-0.0706015249929414,0.2568768061650378,0.07,2.8279654359779998,0.26780931976433,0.38910505836575,0.0,0.21598272138227,0.25531914893616997,0.25273799494522003,1.97255574614065,0.0,-0.10845986984816,0.0
2014-01-08,-0.1988456698906636,-0.5060276826908905,-0.3334417696811864,-1.2533481578814287,-0.4584063637589453,-0.0847816871555773,-1.4305540728088004,0.07,2.8279654359779998,0.26780931976433,0.38910505836575,0.0,0.21598272138227,0.25531914893616997,0.25273799494522003,1.97255574614065,0.0,-0.10845986984816,0.0
2014-01-09,-0.8346723284387108,-1.3014210919970015,0.3182374541003785,0.7369875633348677,-0.2438033319788646,0.4030547305897469,-0.7256579659915539,0.07,2.8279654359779998,0.26780931976433,0.38910505836575,0.0,0.21598272138227,0.25531914893616997,0.25273799494522003,1.97255574614065,0.0,-0.10845986984816,0.0
2014-01-10,0.3723705839878101,1.2882691724765083,1.4234585976899303,2.7434842249657088,1.2966734555329262,1.197267413198122,1.156447741653941,0.07,2.8279654359779998,0.26780931976433,0.38910505836575,0.0,0.21598272138227,0.25531914893616997,0.25273799494522003,1.97255574614065,0.0,-0.10845986984816,0.0
2014-01-13,-1.1377285608560317,0.1496333981744646,0.3368353516721267,0.8010680907877266,-0.810937604718176,0.487159858027697,-0.9922346850733408,0.07,2.8279654359779998,0.26780931976433,0.38910505836575,0.0,0.21598272138227,0.25531914893616997,0.25273799494522003,1.97255574614065,0.0,-0.10845986984816,0.0
2014-01-14,1.636729246766429,-0.3137606454504671,-0.4555990728159043,-0.5052734854059437,-0.1486486486486526,-0.6994944248216783,0.8605664488017497,0.07,2.8279654359779998,0.26780931976433,0.38910505836575,0.0,0.21598272138227,0.25531914893616997,0.25273799494522003,1.97255574614065,0.0,-0.10845986984816,0.0
2014-01-15,1.2277598092831736,0.6594724220623682,-0.570097960494631,-0.7297110738585966,0.6902151847340665,-0.3626726182173301,1.706447780537853,0.07,2.8279654359779998,0.26780931976433,0.38910505836575,0.0,0.21598272138227,0.25531914893616997,0.25273799494522003,1.97255574614065,0.0,-0.10845986984816,0.0
2014-01-16,-0.0117006233478491,-0.4615842763549871,0.1534361624808244,-0.3973378364954927,-0.0134408602150526,0.2029959400811964,-0.2230009557183901,0.07,2.8279654359779998,0.26780931976433,0.38910505836575,0.0,0.21598272138227,0.25531914893616997,0.25273799494522003,1.97255574614065,0.0,-0.10845986984816,0.0
2014-01-17,-0.6976637024768906,0.0598354525056077,0.9433962264151052,1.246634087962506,0.6250840166688976,1.5787635347537463,0.4363558961260226,0.07,2.8279654359779998,0.26780931976433,0.38910505836575,0.0,0.21598272138227,0.25531914893616997,0.25273799494522003,1.97255574614065,0.0,-0.10845986984816,0.0
2014-01-21,0.3511606334356546,0.1943489310808788,-0.8067737039699763,-2.1375098502757983,-0.0667958052234296,-0.0412626366824819,0.6569884497191801,0.07,2.8279654359779998,0.26780931976433,0.38910505836575,0.0,0.21598272138227,0.25531914893616997,0.25273799494522003,1.97255574614065,0.0,-0.10845986984816,0.0
2014-01-22,-0.2651947611682891,-0.4177857356013059,-0.257690449347725,-0.15601409159538,0.1069447229463449,0.6123151014791883,1.831771765449004,0.07,2.8279654359779998,0.26780931976433,0.38910505836575,0.0,0.21598272138227,0.25531914893616997,0.25273799494522003,1.97255574614065,0.0,-0.10845986984816,0.0
2014-01-23,-0.2987169276607907,-1.5433023673958712,1.9295979331503288,0.8619386057765244,-0.393937370634978,0.0547045951859948,0.6099452083117846,0.07,2.8279654359779998,0.26780931976433,0.38910505836575,0.0,0.21598272138227,0.25531914893616997,0.25273799494522003,1.97255574614065,0.0,-0.10845986984816,0.0
2014-01-24,-1.7882220695435629,-0.4261147466139037,0.1584158415841585,-1.2243878060969604,-1.4881351387585506,-2.364680153089127,-0.6987258528565482,0.07,2.8279654359779998,0.26780931976433,0.38910505836575,0.0,0.21598272138227,0.25531914893616997,0.25273799494522003,1.97255574614065,0.0,-0.10845986984816,0.0
2014-01-27,-0.5108521225030543,-0.3820877273422063,-0.0790826413602174,0.1416645585631037,-1.6671203048448602,-0.5249895002099936,-0.9519867549668892,0.07,2.8279654359779998,0.26780931976433,0.38910505836575,0.0,0.21598272138227,0.25531914893616997,0.25273799494522003,1.97255574614065,0.0,-0.10845986984816,0.0
2014-01-28,-0.6312824919081033,-0.1841055538508662,-1.0288880094974306,-1.4651644520790152,-0.8373122967268665,-0.8233058898036605,1.7655662348516483,0.07,2.8279654359779998,0.26780931976433,0.38910505836575,0.0,0.21598272138227,0.25531914893616997,0.25273799494522003,1.97255574614065,0.0,-0.10845986984816,0.0
2014-01-29,-0.7274607042280158,-0.3842606824469796,0.9356257497001196,0.2512433984515283,-0.7466852756454978,-0.0922378317014471,-0.0513294322964758,0.07,2.8279654359779998,0.26780931976433,0.38910505836575,0.0,0.21598272138227,0.25531914893616997,0.25273799494522003,1.97255574614065,0.0,-0.10845986984816,0.0
2014-01-30,1.4483858629022348,-0.4320320938126731,-1.560766914910472,-2.178805237315873,-0.604654432960694,-1.832256231801721,0.893590797041911,0.07,2.8279654359779998,0.26780931976433,0.38910505836575,0.0,0.21598272138227,0.25531914893616997,0.25273799494522003,1.97255574614065,0.0,-0.10845986984816,0.0
2014-01-31,0.5137043012108046,-0.914303424763674,-0.2173038229376311,-0.0313709087106595,-0.5163754686284161,-0.4774650944078695,-0.7533340120126326,0.07,2.8279654359779998,0.26780931976433,0.38910505836575,0.0,0.21598272138227,0.25531914893616997,0.25273799494522003,1.97255574614065,0.0,-0.10845986984816,0.0
2014-02-03,-2.5096731572463726,-0.4222708789490159,1.6212292305210596,1.5115062761506204,-0.071103526734928,0.7923239078287292,-1.0872910042055473,0.07,0.45836516424749996,0.26709401709401,0.31007751937985,0.0,-0.07183908045976,0.08488964346351,0.16806722689075002,-0.33641715727502003,0.19588638589618002,1.085776330076,0.0
2014-02-04,0.7668744374962408,0.2670017276582337,-0.6905309945233751,0.0669792364367038,-0.3700014230824,-0.9519688446559816,0.7881364720522565,0.07,0.45836516424749996,0.26709401709401,0.31007751937985,0.0,-0.07183908045976,0.08488964346351,0.16806722689075002,-0.33641715727502003,0.19588638589618002,1.085776330076,0.0
2014-02-05,-0.0899070240452206,-0.1096491228070317,0.4555626598465423,1.971990526207379,0.9998571632623854,0.4295907965632617,0.1954933635147625,0.07,0.45836516424749996,0.26709401709401,0.31007751937985,0.0,-0.07183908045976,0.08488964346351,0.16806722689075002,-0.33641715727502003,0.19588638589618002,1.085776330076,0.0
2014-02-06,0.8127215068257672,1.2701897443939236,0.0238682472750273,0.6210552890684173,0.4596238155847754,-0.3190023925179308,0.4723762579585212,0.07,0.45836516424749996,0.26709401709401,0.31007751937985,0.0,-0.07183908045976,0.08488964346351,0.16806722689075002,-0.33641715727502003,0.19588638589618002,1.085776330076,0.0
2014-02-07,1.549810805999614,0.2167853824713628,0.45338848234171,0.0401445202729888,-0.2182022946434991,0.3127500181831388,2.085036794766958,0.06,0.45836516424749996,0.26709401709401,0.31007751937985,0.0,-0.07183908045976,0.08488964346351,0.16806722689075002,-0.33641715727502003,0.19588638589618002,1.085776330076,0.0
2014-02-10,0.2829136590274957,-0.3553770086526686,0.9343574313088964,0.8828250401283988,1.1216139954853377,0.4857888631090601,0.1802162595114205,0.07,0.45836516424749996,0.26709401709401,0.31007751937985,0.0,-0.07183908045976,0.08488964346351,0.16806722689075002,-0.33641715727502003,0.19588638589618002,1.085776330076,0.0
2014-02-11,1.1178098476362714,-0.2946193208249403,1.1845924531262098,0.2038583929992121,-0.0558074642483363,0.1370950285013217,-0.1199280431741,0.06,0.45836516424749996,0.26709401709401,0.31007751937985,0.0,-0.07183908045976,0.08488964346351,0.16806722689075002,-0.33641715727502003,0.19588638589618002,1.085776330076,0.0
2014-02-12,0.2504039495157968,1.275272161741836,0.4031632811288599,0.9328635935096584,1.7728763872408626,1.4051015996541238,0.4302581548929426,0.07,0.45836516424749996,0.26709401709401,0.31007751937985,0.0,-0.07183908045976,0.08488964346351,0.16806722689075002,-0.33641715727502003,0.19588638589618002,1.085776330076,0.0
2014-02-13,0.6751084807703188,-0.1842751842751733,0.3938223938223961,0.2654736738606722,0.2811878471984164,0.6608399062033588,-0.0199262727906846,0.06,0.45836516424749996,0.26709401709401,0.31007751937985,0.0,-0.07183908045976,0.08488964346351,0.16806722689075002,-0.33641715727502003,0.19588638589618002,1.085776330076,0.0
2014-02-14,0.1527814650503649,0.4461538461538517,1.4229674640412249,5.030644765873982,0.8890712624811892,0.9529860228716602,-0.0498256103637241,0.06,0.45836516424749996,0.26709401709401,0.31007751937985,0.0,-0.07183908045976,0.08488964346351,0.16806722689075002,-0.33641715727502003,0.19588638589618002,1.085776330076,0.0
